cod_ibge,nome,porcentagem_pop_urbana_2010,densidade_demografica_2010,area_km2
3304300,RIO BONITO,74.27,121.7,459.458
3304409,RIO CLARO,79.02,20.73,846.797
2406205,LAGOA D'ANTA,63.95,58.94,105.652
5107800,SANTO ANTÔNIO DO LEVERGER,38.8,1.57,9469.139
5107859,SÃO FÉLIX DO ARAGUAIA,58.1,0.64,16682.473
5107875,SAPEZAL,83.6,1.33,13614.552
5107883,SERRA NOVA DOURADA,59.6,0.91,1490.793
1504109,MAGALHÃES BARATA,46.77,25.07,323.984
1504208,MARABÁ,79.72,15.45,15128.058
1504307,MARACANÃ,41.08,33.1,807.628
1504406,MARAPANIM,43.99,33.42,804.625
1506583,SANTA MARIA DAS BARREIRAS,36.95,1.67,10330.214
1506609,SANTA MARIA DO PARÁ,57.88,50.31,457.724
1506708,SANTANA DO ARAGUAIA,52.83,4.84,11591.441
1506807,SANTARÉM,73.25,12.87,17898.389
1506906,SANTARÉM NOVO,29.46,26.76,229.51
5107909,SINOP,82.9,28.69,3990.87
5107925,SORRISO,87.7,7.13,9293.629
2100303,ALDEIAS ALTAS,56.9,12.33,1942.121
2100402,ALTAMIRA DO MARANHÃO,28.5,15.33,524.374
5204201,CACHOEIRA DE GOIÁS,82.6,3.35,424.49
3104601,ASTOLFO DUTRA,91.06,82.13,158.891
1504604,MOCAJUBA,68.38,30.7,871.171
1504703,MOJU,35.94,7.7,9094.139
1504752,MOJUÍ DOS CAMPOS,0,0,4988.236
1504802,MONTE ALEGRE,44.29,3.06,18152.559
1504901,MUANÁ,42.45,9.08,3763.337
1504950,NOVA ESPERANÇA DO PIRIÁ,39.51,7.17,2808.195
5107958,TANGARÁ DA SERRA,91,7.32,11636.825
5108006,TAPURAH,62.8,2.3,4492.539
5108055,TERRA NOVA DO NORTE,45,4.16,2399.736
5108105,TESOURO,70.2,0.82,4245.131
5108204,TORIXORÉU,76.4,1.7,2398.383
1507755,SAPUCAIA,65.88,3.89,1298.19
1507805,SENADOR JOSÉ PORFÍRIO,49.6,0.91,14419.916
1507904,SOURE,91.37,6.54,2857.349
1507953,TAILÂNDIA,74.04,17.9,4430.477
1507961,TERRA ALTA,42.23,49.72,204.97
1715754,PALMEIRÓPOLIS,81.5,4.31,1708.981
1716109,PARAÍSO DO TOCANTINS,95.62,35.03,1292.267
1716208,PARANÃ,45.66,0.92,11217.373
1716307,PAU D'ARCO,63.21,3.33,1375.551
1716505,PEDRO AFONSO,86.8,5.74,2019.556
1716604,PEIXE,50.41,1.96,5303.612
1716653,PEQUIZEIRO,47.29,4.18,1206.118
1716703,COLMÉIA,73.98,8.69,992.22
1717008,PINDORAMA DO TOCANTINS,65.4,2.89,1560.551
1717206,PIRAQUÊ,38.42,2.14,1363.412
1717503,PIUM,56.45,0.67,10003.549
1717800,PONTE ALTA DO BOM JESUS,55.04,2.52,1718.791
1717909,PONTE ALTA DO TOCANTINS,63.05,1.11,6542.838
1718006,PORTO ALEGRE DO TOCANTINS,68.63,5.57,506.717
1718204,PORTO NACIONAL,86.34,11.04,4434.68
1718303,PRAIA NORTE,58.34,26.5,300.999
1504976,NOVA IPIXUNA,52.76,9.36,1564.184
1718402,PRESIDENTE KENNEDY,87.67,4.78,771.716
1718451,PUGMIL,84.59,5.9,401.174
1718501,RECURSOLÂNDIA,52.81,1.7,2215.669
1718550,RIACHINHO,43.24,8.1,512.156
1718659,RIO DA CONCEIÇÃO,91.83,2.18,845.823
1718709,RIO DOS BOIS,40.04,3.04,847.255
4300570,ALTO FELIZ,27.97,36.84,78.846
1505494,PALESTINA DO PARÁ,60.82,7.59,984.362
1505502,PARAGOMINAS,78.22,5.06,19342.564
1505536,PARAUAPEBAS,90.11,22.12,6885.794
1505551,PAU D'ARCO,60.35,3.61,1671.419
1718758,RIO SONO,38.49,0.98,6346.279
1718808,SAMPAIO,90.99,17.38,222.435
1718840,SANDOLÂNDIA,53.04,0.94,3535.135
1718865,SANTA FÉ DO ARAGUAIA,66.28,3.93,1671.239
1718881,SANTA MARIA DO TOCANTINS,59.61,2.05,1412.318
1718899,SANTA RITA DO TOCANTINS,43.14,0.65,3281.219
1718907,SANTA ROSA DO TOCANTINS,64.51,2.54,1804.687
1719004,SANTA TEREZA DO TOCANTINS,64.05,4.67,539.511
1720002,SANTA TEREZINHA DO TOCANTINS,64.43,9.17,274.104
5204250,CACHOEIRA DOURADA,64.9,15.84,528.281
3105103,BAMBUÍ,85,15.62,1455.819
3110004,CAETÉ,86.96,75.11,542.531
3110103,CAIANA,52.7,46.67,106.465
3110202,CAJURI,51.79,48.74,83.038
2307700,MARANGUAPE,76,192.19,583.505
4315073,PORTO VERA CRUZ,23.76,16.3,114.284
2913705,INHAMBUPE,43.1,29.7,1082.283
1505601,PEIXE-BOI,53.08,17.4,450.224
4300604,ALVORADA,100,2743.94,71.7
4300638,AMARAL FERRADOR,29.37,12.54,505.983
4300646,AMETISTA DO SUL,52.04,78.33,93.704
4300661,ANDRÉ DA ROCHA,40.79,3.75,331.227
5108303,UNIÃO DO SUL,62.2,0.82,4590.628
5108352,VALE DE SÃO DOMINGOS,23.4,1.58,1901.545
5108402,VÁRZEA GRANDE,98.5,284.45,724.279
5108501,VERA,71.8,3.45,3058.364
5108600,VILA RICA,65.3,2.88,7436.383
5108808,NOVA GUARITA,39.3,4.43,1121.928
5108857,NOVA MARILÂNDIA,66.3,1.52,1905.744
5108907,NOVA MARINGÁ,51.9,0.57,11553.479
5108956,NOVA MONTE VERDE,49.1,1.54,5139.307
1508100,TUCURUÍ,95.18,46.56,2084.289
2100436,ALTO ALEGRE DO MARANHÃO,78.8,64.18,392.75
2100477,ALTO ALEGRE DO PINDARÉ,31.6,16.07,1875.901
2100501,ALTO PARNAÍBA,65.3,0.97,11127.384
2103307,CODÓ,68.7,27.06,4361.606
5200555,ALTO HORIZONTE,85.7,8.94,500.342
1505635,PIÇARRA,28.2,3.83,3312.708
1505650,PLACAS,20.28,3.34,7173.194
1505700,PONTA DE PEDRAS,47.79,7.73,3363.749
1505809,PORTEL,47.63,2.06,25384.96
1505908,PORTO DE MOZ,42.95,1.95,17423.018
1506005,PRAINHA,30.53,1.98,14786.953
2406304,LAGOA DE PEDRAS,32.01,59.4,117.971
1700400,ALMAS,79.21,1.89,4007.152
1700707,ALVORADA,92.73,6.91,1207.201
2406403,LAGOA DE VELHOS,67.2,23.64,111.607
4301107,ARROIO DOS RATOS,95.22,31.94,425.791
4301206,ARROIO DO TIGRE,47.14,39.74,315.132
4301305,ARROIO GRANDE,87.09,7.35,2508.545
5200050,ABADIA DE GOIÁS,73.9,46.85,143.357
5200100,ABADIÂNIA,68.4,15.08,1044.555
1506104,PRIMAVERA,62.24,39.71,258.6
1506112,QUATIPURU,42.81,38.28,302.939
1506138,REDENÇÃO,92.73,19.76,3823.809
1506161,RIO MARIA,76.35,4.3,4114.627
1506187,RONDON DO PARÁ,73.88,5.7,8246.394
1506195,RURÓPOLIS,38.1,5.71,7021.321
1506203,SALINÓPOLIS,89.23,157.57,226.12
1701002,ANANÁS,82.55,6.26,1581.058
5201207,ANHANGUERA,93.6,17.91,55.569
2925931,QUIXABEIRA,38.3,24.64,366.387
3105301,BANDEIRA DO SUL,91.23,113.41,47.266
3111705,CANAÃ,40.17,26.46,174.9
3141108,MATOZINHOS,90.94,134.59,252.453
3141207,MATUTINA,71.6,14.41,260.957
2919405,LICÍNIO DE ALMEIDA,50.8,14.6,856.626
2919504,LIVRAMENTO DE NOSSA SENHORA,48.1,19.99,1952.51
2919553,LUÍS EDUARDO MAGALHÃES,91.3,15.25,4036.094
2919603,MACAJUBA,61.2,17.27,701.171
1507003,SANTO ANTÔNIO DO TAUÁ,55.75,49.61,537.618
1507102,SÃO CAETANO DE ODIVELAS,41.19,22.72,464.166
5200134,ACREÚNA,87.3,12.95,1566.742
5200159,ADELÂNDIA,89.1,21.47,115.385
5200175,ÁGUA FRIA DE GOIÁS,42,2.51,2023.636
2403400,EQUADOR,82.62,21.97,264.985
5204854,CAMPO LIMPO DE GOIÁS,84.7,39.11,156.113
3105608,BARBACENA,91.51,166.34,759.186
3113305,CARANGOLA,80.69,91.39,353.404
3113404,CARATINGA,82.68,67.72,1258.479
2309300,NOVA RUSSAS,75.1,41.69,736.911
2924009,PAULO AFONSO,86.2,68.62,1544.388
2924058,PÉ DE SERRA,37.6,22.32,596.771
1506302,SALVATERRA,62.79,19.42,918.563
1508126,ULIANÓPOLIS,65.82,8.52,5088.468
1508159,URUARÁ,54.54,4.15,10791.406
5201702,ARAGARÇAS,96.2,27.61,661.677
5205455,CEZARINA,74.2,18.15,417.08
3106200,BELO HORIZONTE,100,7167.02,331.354
3114006,CARMO DA MATA,78.8,30.59,357.178
3141801,MINAS NOVAS,40.87,16.99,1812.398
2928059,SANTA LUZIA,60.5,17.22,824.473
2101731,BELÁGUA,50,13.06,569.606
5200209,ÁGUA LIMPA,70.8,4.45,458.836
5200258,ÁGUAS LINDAS DE GOIÁS,99.8,846.03,191.817
5200308,ALEXÂNIA,82.6,28.09,846.876
5200506,ALOÂNDIA,86.3,20.08,102.094
1506351,SANTA BÁRBARA DO PARÁ,31.84,61.62,278.154
5202502,ARUANÃ,82.4,2.46,3054.773
5205513,COCALZINHO DE GOIÁS,37,9.73,1785.339
3107406,BOM DESPACHO,94.17,37.28,1213.546
1508209,VIGIA,67.56,88.84,401.589
2101970,BOA VISTA DO GURUPI,70.7,19.7,400.35
2102002,BOM JARDIM,42,5.93,6588.38
1100015,ALTA FLORESTA D'OESTE,57.27,3.45,7067.127
1100023,ARIQUEMES,84.7,20.41,4426.571
1100031,CABIXI,42.66,4.8,1314.352
1100155,OURO PRETO DO OESTE,74.3,19.25,1969.85
1100189,PIMENTA BUENO,86.98,5.42,6241.016
1100205,PORTO VELHO,91.18,12.57,34090.953
1100254,PRESIDENTE MÉDICI,59.6,12.69,1758.465
1720101,SÃO BENTO DO TOCANTINS,58.94,4.17,1099.58
2211001,TERESINA,94.27,584.95,1391.293
2305803,IPU,63.5,64.03,626.049
2308203,MERUOCA,54.2,91.38,151.651
2102036,BOM JESUS DAS SELVAS,47.2,10.62,2676.98
2102077,BOM LUGAR,28.2,33.23,445.171
2102101,BREJO,37,31.04,1073.258
2102150,BREJO DE AREIA,51.2,5.26,986.036
5207253,DOVERLÂNDIA,62.3,2.45,3227.558
3108008,BOM SUCESSO,82.32,24.46,705.046
3115706,CENTRAL DE MINAS,82.6,33.14,204.328
3115805,CENTRALINA,90.73,31.38,322.385
3115904,CHÁCARA,68.16,18.27,152.807
2310258,PARAIPABA,44.7,99.83,289.231
2512408,PUXINANÃ,32.63,177.81,71.118
2109700,SAMBAÍBA,51.7,2.21,2476.132
3116100,CHAPADA DO NORTE,37.49,18.28,830.833
3142304,MOEDA,38.15,30.23,155.112
2512762,RIACHÃO DO POÇO,30.91,104.35,40.46
5208509,GOIANDIRA,86.2,9.32,569.917
5208608,GOIANÉSIA,93.5,38.49,1547.319
3117504,CONCEIÇÃO DO MATO DENTRO,68.51,10.37,1720.04
3117603,CONCEIÇÃO DO PARÁ,39.07,20.6,250.306
3118700,COQUEIRAL,70.92,31.36,296.163
3118809,CORAÇÃO DE JESUS,56.72,11.7,2225.216
3142502,MONJOLOS,59.45,3.63,650.911
2513604,SANTANA DOS GARROTES,51.42,20.54,361.484
2513703,SANTA RITA,86.21,165.52,718.576
3306305,VOLTA REDONDA,99.95,1412.75,182.105
3500105,ADAMANTINA,94.53,82.16,411.987
3500204,ADOLFO,89.96,16.85,211.055
3500303,AGUAÍ,90.21,67.72,474.554
2513901,SÃO BENTO,81.09,124.41,245.84
2102200,BURITI,31.1,18.33,1475.779
2102309,BURITI BRAVO,74.3,14.47,1582.552
2102325,BURITICUPU,54.9,25.63,2544.857
2102358,BURITIRANA,28,18.06,820.968
2102374,CACHOEIRA GRANDE,44.9,11.97,865.04
2102408,CAJAPIÓ,36.7,11.66,545.244
2102507,CAJARI,23.4,27.7,662.066
2102556,CAMPESTRE DO MARANHÃO,79.4,21.72,613.529
2102606,CÂNDIDO MENDES,64.4,11.33,1634.861
2102705,CANTANHEDE,63.4,26.45,773.01
3119104,CORINTO,88.63,9.47,2525.397
2514305,SÃO JOSÉ DE CAIANA,45.41,34.08,183.273
2515708,SERRA GRANDE,59.7,35.64,64.352
3103751,ARAPORÃ,96,20.77,294.354
3103801,ARAPUÁ,75.24,15.96,173.894
3103900,ARAÚJOS,86.41,32.08,245.522
3104007,ARAXÁ,98.52,80.45,1164.062
3104106,ARCEBURGO,86.01,58.38,162.875
3104205,ARCOS,92.8,71.78,509.873
3119955,CÓRREGO FUNDO,76.51,57.26,101.112
3159100,SANTANA DOS MONTES,59.97,19.44,196.565
3159209,SANTA RITA DE CALDAS,62.65,17.95,503.011
3120508,CRISTINA,58.33,32.79,311.33
3301108,CANTAGALO,70.71,26.47,747.21
3301157,CARDOSO MOREIRA,69.5,24.02,522.596
3301207,CARMO,77.26,54.07,305.749
3301306,CASIMIRO DE ABREU,80.69,76.71,462.918
3301405,CONCEIÇÃO DE MACABU,86.45,61.08,338.26
3301504,CORDEIRO,97.22,175.59,113.048
2919926,MADRE DE DEUS,97,539.58,32.201
2919959,MAETINGA,40,10.32,614.834
2103257,CIDELÂNDIA,44.1,9.34,1462.809
3121803,DIONÍSIO,81.99,25.37,339.375
3121902,DIVINÉSIA,66.05,28.15,116.97
3509809,CAMPOS NOVOS PAULISTA,77.73,9.38,484.199
3509908,CANANÉIA,85.36,9.84,1237.354
2920205,MALHADA,41,7.97,1979.193
2505600,DIAMANTE,57.71,24.58,271.791
2515906,SERRARIA,55.58,95.53,65.062
3122801,DOM VIÇOSO,33.33,26.28,113.921
3122900,DONA EUZÉBIA,85.54,85.45,70.231
2515971,SOBRADO,11.98,119.42,61.953
2516003,SOLÂNEA,72.42,115.01,233.043
2600708,ALIANÇA,54.11,137.16,272.773
2600807,ALTINHO,57.16,49.18,450.178
3123528,DURANDÉ,47.78,34.13,217.461
2409803,PEDRO VELHO,51.35,73.24,192.708
3124005,ERVÁLIA,52.77,50.2,357.489
3143708,MORRO DO PILAR,75.93,7.12,477.548
3143807,MUNHOZ,53.04,32.66,191.564
2516805,TRIUNFO,46.74,41.93,224.336
3124807,ESTRELA DO SUL,81.35,9.05,822.454
3124906,EUGENÓPOLIS,70.26,34.07,309.395
3144102,MUZAMBINHO,76.99,49.84,409.948
2517001,UMBUZEIRO,42.87,51.28,185.578
2517209,VIEIRÓPOLIS,19.74,34.37,147.098
2517407,ZABELÊ,70.94,18.97,106.811
2600054,ABREU E LIMA,91.74,724.9,126.384
3125309,FARIA LEMOS,69.08,20.43,165.224
2313104,TABULEIRO DO NORTE,64.4,33.89,1047.637
2600203,AFRÂNIO,33.33,11.8,1490.594
3125804,FERNANDES TOURINHO,66.53,19.95,151.875
3127057,FRONTEIRA DOS VALES,64.82,14.61,320.757
3144805,NOVA LIMA,97.82,188.78,429.313
2602209,BOM JARDIM,40.17,173.17,224.12
2602308,BONITO,69.77,94.96,390.107
3127107,FRUTAL,86.2,22.03,2426.965
3145703,OLIVEIRA FORTES,55.44,19.1,111.13
3128253,GUARACIAMA,64.12,12.09,390.263
3128303,GUARANÉSIA,89.96,63.47,294.828
3145877,ORIZÂNIA,30.49,59.8,121.8
3129400,IBERTIOGA,68.65,14.54,346.24
3147956,PATIS,41.24,12.56,444.196
3148004,PATOS DE MINAS,92.08,43.49,3190.456
3129608,IBIAÍ,76.59,8.96,874.76
3130705,INDIANÓPOLIS,65.53,7.46,830.03
3130804,INGAÍ,62,8.6,305.591
3130903,INHAPIM,57.6,28.31,858.024
3148806,PEDRA DO ANTA,65.14,20.59,173.168
2601607,BELÉM DO SÃO FRANCISCO,62.12,11.06,1830.797
2603454,CAMARAGIBE,100,2821.93,51.321
3131109,INIMUTABA,70.54,12.82,527.06
3149002,PEDRA DOURADA,59.38,31.3,69.99
3131703,ITABIRA,93.2,87.57,1253.704
3149606,PEQUI,72.45,19.98,203.991
2601904,BEZERROS,84.78,119.53,492.632
2602605,BREJO DA MADRE DE DEUS,77.74,59.26,762.346
2602902,CABO DE SANTO AGOSTINHO,90.68,414.32,445.343
2603009,CABROBÓ,64.13,18.62,1658.616
2706802,PIAÇABUÇU,60.7,71.68,243.686
2706901,PILAR,95.5,133.37,259.614
2707008,PINDOBA,57.1,24.37,117.086
2707107,PIRANHAS,57.2,56.47,403.995
2604106,CARUARU,88.78,342.07,923.15
2607901,JABOATÃO DOS GUARARAPES,97.82,2493.06,258.724
2609600,OLINDA,98.03,9068.36,41.3
2605152,DORMENTES,35.49,11,1539.052
2605202,ESCADA,84.96,183.07,342.201
2605301,EXU,51.53,23.65,1336.786
2605459,FERNANDO DE NORONHA,100,154.55,18.609
2605509,FERREIROS,80.16,127.93,92.516
2606200,GOIANA,76.71,150.72,445.405
2606309,GRANITO,46.36,13.13,521.69
2606002,GARANHUNS,89.14,282.21,458.552
2607000,INAJÁ,41.71,16.14,1168.158
2607208,IPOJUCA,74.06,151.39,521.801
2609105,MACHADOS,62.18,226.46,60.036
2607653,ITAMBÉ,83.12,116.13,304.006
5212808,MARA ROSA,74.8,6.31,1694.686
5212907,MARZAGÃO,87.1,9.32,225.518
5213053,MIMOSO DE GOIÁS,46.3,1.94,1380.701
2608107,JOÃO ALFREDO,48.86,222.34,134.147
5213707,MONTES CLAROS DE GOIÁS,66.7,2.75,2900.397
5214408,NAZÁRIO,78.6,29.26,281.147
4309308,GUAÍBA,97.75,252.57,376.166
5214606,NIQUELÂNDIA,78.7,4.3,9846.293
2610608,PAUDALHO,70.74,185.07,269.651
2610707,PAULISTA,100,3086.01,96.932
4315107,PORTO XAVIER,49.35,37.64,281.497
5215306,ORIZONA,55.8,7.25,1971.265
5215405,OURO VERDE DE GOIÁS,66.5,19.32,208.804
4315602,RIO GRANDE,96.05,72.79,2698.077
5217302,PIRENÓPOLIS,67.6,10.43,2200.369
2611101,PETROLINA,74.57,64.49,4561.87
2612901,SÃO BENEDITO DO SUL,51.34,86.87,160.477
2612208,SALGUEIRO,80.72,33.57,1678.564
2611533,QUIXABA,37.02,31.98,210.705
2611606,RECIFE,100,7037.61,218.843
2612000,SAIRÉ,56.09,58.85,190.455
2612554,SANTA FILOMENA,16.65,13.3,1005.341
2612604,SANTA MARIA DA BOA VISTA,37.72,13.14,3000.774
2612703,SANTA MARIA DO CAMBUCÁ,25.15,141.31,92.148
2608453,LAGOA DO CARRO,72.67,229.77,69.666
5217401,PIRES DO RIO,94.2,26.8,1077.641
5217609,PLANALTINA,95,32.17,2558.924
5217708,PONTALINA,81.2,11.91,1434.289
5218003,PORANGATU,84.4,8.79,4825.287
5218052,PORTEIRÃO,87.5,5.54,606.262
2615805,TUPANATINGA,34.94,27.62,950.474
4302451,BOQUEIRÃO DO LEÃO,21.79,28.91,265.952
2613602,SÃO JOSÉ DO EGITO,65.85,39.84,780.852
2613701,SÃO LOURENÇO DA MATA,94.05,392.49,264.19
5218102,PORTELÂNDIA,81,6.9,553.411
2614600,TABIRA,74.81,68.11,390.434
5219258,SANTA FÉ DE GOIÁS,80,4.07,1164.186
5219308,SANTA HELENA DE GOIÁS,95.5,31.95,1142.337
2700706,BATALHA,70.5,53.21,315.87
2700805,BELÉM,41.1,93.58,66.628
2700904,BELO MONTE,16.7,21.04,334.136
5219407,SANTA RITA DO ARAGUAIA,89,5.08,1357.197
2615201,TERRA NOVA,54.04,28.87,318.709
2615300,TIMBAÚBA,86.14,184.16,287.683
5220058,SÃO JOÃO DA PARAÚNA,75.6,5.87,286.979
2615607,TRINDADE,86.02,113.77,295.765
5220504,SERRANÓPOLIS,74,1.35,5521.774
5221858,VALPARAÍSO DE GOIÁS,100,2197.14,61.488
5221908,VARJÃO,61.3,7.05,517.402
2511400,PICUÍ,66.51,27.54,667.714
2700102,ÁGUA BRANCA,26.3,42.62,468.229
2700201,ANADIA,51.4,91.96,186.134
2700300,ARAPIRACA,84.8,600.84,345.655
2700409,ATALAIA,50.7,83.82,533.258
2700508,BARRA DE SANTO ANTÔNIO,93.1,102.79,131.364
2701209,CACIMBINHAS,53,37.35,281.692
2701407,CAMPO ALEGRE,43.6,172.2,312.726
2701506,CAMPO GRANDE,46.3,53.98,170.144
2701605,CANAPI,32.1,30.02,602.778
2702207,COQUEIRO SECO,90,139.09,39.608
2702306,CORURIPE,88.3,56.77,897.8
2702355,CRAÍBAS,32.4,83.44,278.879
2702405,DELMIRO GOUVEIA,72.5,79.13,628.545
2702009,COITÉ DO NÓIA,34.2,123.45,88.759
2702603,FEIRA GRANDE,16,123.42,175.906
2702702,FELIZ DESERTO,80.1,47.31,110.062
2702801,FLEXEIRAS,65,36.99,333.756
2702900,GIRAU DO PONCIANO,30.9,73.11,513.454
2704203,LIMOEIRO DE ANADIA,8.3,85.48,309.205
2704302,MACEIÓ,99.9,1854.12,509.32
2704401,MAJOR ISIDORO,49.2,41.63,442.744
2703106,IGACI,24.6,75.31,334.346
2704708,MARECHAL DEODORO,94.4,138.62,340.98
2704807,MARIBONDO,73.3,78.14,180.107
2705002,MATA GRANDE,23,27.2,914.722
2705101,MATRIZ DE CAMARAGIBE,92.9,108.12,238.113
2703601,JAPARATINGA,42.7,90.22,85.356
2703700,JARAMATAIA,52.4,53.59,105.416
2703759,JEQUIÁ DA PRAIA,23.9,34.21,334.265
2703809,JOAQUIM GOMES,64.1,75.68,298.17
2703908,JUNDIÁ,67.3,45.56,88.793
2704005,JUNQUEIRO,32.7,98.66,247.724
2706208,PALESTINA,63.3,104.55,38.189
2706307,PALMEIRA DOS ÍNDIOS,73.3,155.44,450.99
2706406,PÃO DE AÇÚCAR,45.2,34.86,688.87
2706422,PARICONHA,27.2,39.7,254.719
2706448,PARIPUEIRA,88.6,122.05,92.788
2707305,PORTO CALVO,78.6,83.49,313.231
2707404,PORTO DE PEDRAS,56.9,32.71,257.105
2707503,PORTO REAL DO COLÉGIO,34.2,79.91,235.852
2708105,SANTANA DO MUNDAÚ,51.6,48.76,232.169
2708303,SÃO JOSÉ DA LAJE,67.8,88.4,256.603
2708402,SÃO JOSÉ DA TAPERA,38.7,60.77,490.879
2708501,SÃO LUÍS DO QUITUNDE,63.5,81.61,397.257
2708600,SÃO MIGUEL DOS CAMPOS,96.3,151.27,335.683
2708808,SÃO SEBASTIÃO,38.5,101.59,314.924
2709202,TRAIPU,31.2,36.82,681.577
2709301,UNIÃO DOS PALMARES,76.4,148.24,420.376
2801009,CAMPO DO BRITO,49.73,83.03,201.518
2709004,TANQUE D'ARCA,35,47.27,124.617
2709103,TAQUARANA,38.5,114.55,153.841
2802304,FREI PAULO,59.2,34.65,399.178
2802403,GARARU,24.83,17.41,656.956
2800100,AMPARO DO SÃO FRANCISCO,80.88,64.75,35.683
2800209,AQUIDABÃ,57.13,55.82,359.543
2800308,ARACAJU,100,3140.67,182.163
2800407,ARAUÁ,41.25,56.44,198.967
2802601,GRACHO CARDOSO,47.88,23.32,242.679
2800670,BOQUIM,62.64,123.98,205.443
2801207,CANINDÉ DE SÃO FRANCISCO,56.97,27.36,934.167
2801306,CAPELA,64.18,69.48,442.211
2801405,CARIRA,55.82,31.44,638.743
2807402,TOBIAS BARRETO,67.09,47.04,1024.645
2807501,TOMAR DO GERU,37.43,42.16,304.837
3500550,ÁGUAS DE SANTA BÁRBARA,76.04,13.73,404.463
3501608,AMERICANA,99.53,1579.59,133.912
3501806,AMÉRICO DE CAMPOS,83.91,22.54,252.876
3501905,AMPARO,78.71,147.75,445.323
3502002,ANALÂNDIA,79.39,13.16,325.953
3502101,ANDRADINA,93.34,57.39,964.226
3502200,ANGATUBA,71.83,21.61,1027.288
3502309,ANHEMBI,75.55,7.68,736.557
3502408,ANHUMAS,81.84,11.67,320.84
3502507,APARECIDA,98.55,289.12,120.89
3502606,APARECIDA D'OESTE,81.91,24.86,179.004
3502705,APIAÍ,72.32,25.85,974.322
3502754,ARAÇARIGUAMA,100,116.72,145.204
3502804,ARAÇATUBA,98.07,155.54,1167.126
3502903,ARAÇOIABA DA SERRA,68.74,106.87,255.305
3503158,ARAPEÍ,75.21,15.9,156.903
3503208,ARARAQUARA,97.16,207.8,1003.625
3503307,ARARAS,94.62,184.3,644.831
3503356,ARCO-ÍRIS,56.99,7.27,264.904
3503406,AREALVA,78.77,15.53,506.226
3503505,AREIAS,67.05,12.11,305.227
3503604,AREIÓPOLIS,88.86,123.34,85.907
3503703,ARIRANHA,94.7,64.19,132.624
3503802,ARTUR NOGUEIRA,90.54,248.15,178.026
3503901,ARUJÁ,96.01,777.35,96.167
3504909,BANANAL,79.79,16.59,616.429
3505005,BARÃO DE ANTONINA,61.39,20.35,153.142
3505104,BARBOSA,84.56,32.14,205.212
3505203,BARIRI,94.88,71.14,444.405
3515301,ESTRELA DO NORTE,78.97,10.09,264.987
3505351,BARRA DO CHAPÉU,29.44,12.93,405.681
3505401,BARRA DO TURVO,41.07,7.67,1007.684
3505500,BARRETOS,96.95,71.6,1566.161
3505609,BARRINHA,98.89,195.66,146.025
3505708,BARUERI,100,3639.94,65.701
3505807,BASTOS,86.12,118.95,170.912
3505906,BATATAIS,88.44,66.48,849.526
3506003,BAURU,98.33,515.12,667.684
3506102,BEBEDOURO,95.29,109.81,683.192
3506201,BENTO DE ABREU,91.4,8.87,301.687
3506300,BERNARDINO DE CAMPOS,89.63,44.12,244.158
3506359,BERTIOGA,98.37,97.23,491.546
3510203,CAPÃO BONITO,81.91,28.15,1640.229
3510302,CAPELA DO ALTO,82.83,103.2,169.89
3510401,CAPIVARI,94.5,150.53,322.878
3510500,CARAGUATATUBA,95.87,207.76,484.947
3510609,CARAPICUÍBA,100,10680.08,34.546
3510708,CARDOSO,90.89,18.45,639.248
3510807,CASA BRANCA,81.8,32.76,864.225
3510906,CÁSSIA DOS COQUEIROS,68.15,13.74,191.683
3511003,CASTILHO,75.47,16.89,1065.318
3511102,CATANDUVA,99.2,388.24,290.596
3518859,GUATAPARÁ,73.44,16.86,413.567
3518909,GUZOLÂNDIA,84.58,18.86,252.477
3519006,HERCULÂNDIA,91.09,23.85,364.252
4321006,TAPERA,84.42,58.15,179.935
3511300,CEDRAL,79.11,40.38,197.838
3511409,CERQUEIRA CÉSAR,89.64,34.48,511.621
3511508,CERQUILHO,94.83,309.98,127.803
3511607,CESÁRIO LANGE,67.52,81.46,190.392
3511706,CHARQUEADA,90.73,85.79,175.846
3511904,CLEMENTINA,95.31,41.85,168.59
3512001,COLINA,93.39,41.11,422.303
3512100,COLÔMBIA,72.27,8.22,728.648
3512209,CONCHAL,94.49,138.02,182.793
3512308,CONCHAS,81.02,34.95,466.12
3519709,IBIÚNA,35.01,67.34,1058.082
3519808,ICÉM,85.82,20.58,362.355
3519907,IEPÊ,88.79,12.81,594.974
3512506,COROADOS,80.99,21.26,246.825
3512605,CORONEL MACEDO,77.28,16.45,303.83
3512704,CORUMBATAÍ,54.03,13.9,278.622
3512803,COSMÓPOLIS,92.87,380.37,154.665
3512902,COSMORAMA,68.55,16.25,441.68
3513405,CRUZEIRO,97.45,252.01,305.699
3513504,CUBATÃO,100,833.81,142.879
3513603,CUNHA,55.64,15.54,1407.25
3513702,DESCALVADO,89.23,41.2,753.706
3513801,DIADEMA,100,12519.1,30.732
3520806,INÚBIA PAULISTA,87.52,41.53,87.119
3513900,DIVINOLÂNDIA,66.92,50.46,223.749
3514106,DOIS CÓRREGOS,94.69,39.12,632.972
3525201,JARINU,77.28,114.85,207.549
3525300,JAÚ,96.87,191.09,687.103
3525409,JERIQUARA,82.47,22.26,141.971
3525508,JOANÓPOLIS,100,31.37,374.293
3525607,JOÃO RAMALHO,85.37,9.99,415.452
3525706,JOSÉ BONIFÁCIO,90.6,38.1,860.2
